id,name,video_id,category_id,timestamp,watched_percentage,liked,watch_time_secs
39,User_2,v59546,27,1744453571,0.03924671696769799,1,23
40,User_7,v73389,26,1743607580,1.0698177950396122,1,641
41,User_96,v46752,24,1744582925,0.040226622828289565,0,24
42,User_46,v51117,25,1743762391,0.35452795452923397,0,212
43,User_72,v69090,25,1745866129,0.170811923595672,1,102
44,User_41,v92360,24,1745991871,0.4769882723529579,1,286
45,User_19,v19507,25,1744790692,0.6350681614828841,0,381
46,User_63,v41037,26,1745208959,0.6531770196675749,1,391
47,User_16,v30435,28,1745544316,0.16518781969032878,0,99
48,User_77,v55268,26,1745538788,0.19925794158628565,1,119
49,User_46,v19353,23,1744526252,0.3356142929525135,1,201
50,User_36,v45639,22,1745063705,1.430429920054811,1,858
51,User_89,v22106,22,1743547304,0.36368406528324315,1,218
52,User_12,v56454,26,1745497056,0.15912510358517612,0,95
53,User_9,v21321,27,1744559210,0.33572030713854784,1,201
54,User_13,v30706,26,1745015418,0.29323579810161926,0,175
55,User_71,v89505,24,1743870825,0.3703506430672837,1,222
56,User_73,v90787,23,1744971960,0.5011719360970183,1,300
57,User_8,v61479,28,1745768965,0.5007941629106035,0,300
58,User_39,v15563,28,1743655777,0.29100111110904353,0,174
59,User_15,v92850,26,1744356398,0.706602635650729,1,423
60,User_74,v36706,27,1744171142,0.03823620027833353,0,22
61,User_8,v94475,23,1744805392,1.019426090138948,1,611
62,User_32,v55103,22,1745686781,0.23477728545936288,1,140
63,User_4,v95874,22,1744957070,0.9480896733836562,1,568
64,User_80,v45921,27,1745871502,0.5544806380507861,1,332
65,User_38,v38981,26,1743680070,0.6363875939757762,0,381
66,User_15,v75143,28,1745113282,0.44546177463850667,1,267
67,User_12,v44561,27,1745797977,0.5593400801349624,1,335
68,User_13,v53655,24,1744761149,0.8791106309786757,0,527
69,User_24,v98370,28,1745172702,0.32259203033505823,1,193
70,User_56,v27845,28,1744195344,0.278868870482637,1,167
71,User_55,v14927,28,1745138213,0.4297872010011558,0,257
72,User_86,v35604,24,1745193726,0.43078239833007376,0,258
73,User_59,v34395,22,1744618951,0.9842668135411573,1,590
74,User_57,v62954,24,1745047757,0.7867313469882872,1,472
75,User_30,v11318,25,1745386600,0.5000257402708336,0,300
76,User_66,v74807,23,1744080362,0.5076686658588038,0,304
77,User_62,v86522,27,1744668227,1.3634604603057936,1,818
78,User_39,v77850,26,1745340798,0.8080740208913486,1,484
79,User_10,v35450,26,1745304881,0.1486147095341764,0,89
80,User_98,v49659,25,1743544759,0.21308066460649353,1,127
81,User_10,v63033,27,1745514972,0.49854598304277364,1,299
82,User_61,v63634,26,1743534141,0.05873637283639426,0,35
83,User_21,v79047,26,1743758375,0.037052154816309,0,22
84,User_9,v67343,22,1745737103,0.056169658759136466,1,33
85,User_55,v15174,22,1744727485,1.1282994256413306,0,676
86,User_55,v67087,24,1743893737,1.0061506753111502,1,603
87,User_77,v23581,25,1745686729,0.6433426916895512,0,386
88,User_100,v43688,22,1745100805,0.8446375495536886,1,506
89,User_19,v51786,26,1744760744,0.27729493772751324,0,166
90,User_16,v54382,24,1744586015,0.4912657094311605,0,294
91,User_13,v20394,28,1745016521,0.57234334599542,0,343
92,User_32,v93687,22,1744415723,1.0207839114188504,1,612
93,User_3,v57637,23,1743903959,0.2966809906740738,1,178
94,User_19,v62219,23,1744231854,0.021030322850813295,0,12
95,User_11,v77008,24,1745100160,0.1120876084162,1,67
96,User_99,v12942,26,1744031072,0.7946696400352408,0,476
97,User_48,v52099,27,1745680891,0.7662592778898379,1,459
98,User_42,v22959,22,1745092191,0.20384349279197553,0,122
99,User_100,v95664,28,1744210634,0.17819184593645437,1,106
100,User_46,v84811,23,1745632791,0.6202963496529548,1,372
101,User_42,v71663,25,1744730645,0.7779283056893398,0,466
102,User_8,v70500,24,1743878838,0.5172236307115532,1,310
103,User_4,v27517,28,1745069260,1.2532386339111914,1,751
104,User_11,v39817,27,1745422248,0.1526794686768014,1,91
105,User_62,v91039,22,1743875775,0.9508894500106571,0,570
106,User_30,v34603,27,1744129563,0.43125627823048274,0,258
107,User_30,v10176,22,1745868194,0.7579300767505069,1,454
108,User_28,v28549,23,1743642448,1.21055010758655,1,726
109,User_77,v65995,22,1745649463,0.3480618875729238,1,208
110,User_50,v91945,28,1744257837,0.7600167723291154,1,456
111,User_3,v46068,27,1745468918,0.917662877636644,1,550
112,User_77,v25206,25,1744408116,0.37229689987261877,1,223
113,User_95,v75261,26,1745103611,0.08791144513526221,0,52
114,User_46,v21374,24,1745245436,0.20150028857018507,0,120
115,User_41,v95715,27,1744386588,0.28105273852380597,0,168
116,User_100,v26502,26,1744422818,0.23509600790707771,1,141
117,User_2,v79274,22,1744065068,0.27168710687669684,1,163
118,User_46,v88561,25,1744859079,1.0665780578819555,1,639
119,User_77,v70970,26,1745251125,0.03429817223751501,1,20
120,User_74,v10939,28,1744825348,0.4011775653322633,1,240
121,User_40,v76496,28,1743872821,0.3208895363155994,0,192
122,User_72,v10018,25,1743782128,1.0325476018718158,1,619
123,User_64,v30419,27,1745771021,0.7308532286864281,0,438
124,User_40,v46305,27,1745277478,0.04388745677834074,1,26
125,User_33,v77888,24,1745737230,0.17563121568802764,0,105
126,User_49,v21823,22,1744157236,0.626375557050423,0,375
127,User_99,v49183,28,1744178014,1.0050692111483113,1,603
128,User_46,v15539,25,1746012188,0.5990014945649423,0,359
129,User_24,v63287,25,1743575738,0.8361081823554073,1,501
130,User_38,v35106,25,1744859747,0.2863838150350198,1,171
131,User_98,v81065,23,1745063389,0.2632429935125375,0,157
132,User_20,v12854,27,1743826840,0.6975781251688082,1,418
133,User_37,v20605,22,1745193722,0.0827082375501037,1,49
134,User_9,v88340,26,1744190829,0.12378670316767067,1,74
135,User_71,v50263,27,1744878006,1.0379881425717625,1,622
136,User_58,v77684,26,1743919864,1.442808184834788,1,865
137,User_37,v39585,26,1743914650,0.10128069495839206,0,60
138,User_48,v47610,28,1744308660,0.2628198511736699,1,157
139,User_63,v41677,25,1745826873,0.6208327059244387,0,372
140,User_37,v26639,27,1744020376,0.48537100624365065,1,291
141,User_61,v47727,22,1743930633,0.17420778530054087,1,104
142,User_19,v28462,27,1743481392,0.2302634279669439,0,138
143,User_78,v84665,27,1744428155,0.42584240604600576,1,255
144,User_7,v75826,22,1744503853,1.0872536691223416,1,652
145,User_62,v12173,27,1745588447,0.10041698681328957,0,60
146,User_98,v32022,28,1744869463,0.6534922241008513,1,392
147,User_29,v22825,27,1745007177,0.41650609288238954,1,249
148,User_43,v56426,26,1745217878,0.23603023825100247,0,141
149,User_22,v22872,27,1744115940,1.2512450377078252,0,750
150,User_22,v21572,24,1744803930,0.744084962600689,0,446
151,User_99,v72342,28,1745917754,0.3873833296413678,1,232
152,User_91,v56372,25,1743615615,0.13329643348698222,0,79
153,User_24,v80706,27,1744871265,1.339915314396548,1,803
154,User_48,v30712,22,1745681151,0.541076111133487,1,324
155,User_22,v12083,28,1744012336,0.07426983959822638,0,44
156,User_58,v17489,24,1744547607,0.07187640980885349,1,43
157,User_77,v59701,27,1743622205,0.5325441933106877,0,319
158,User_52,v80352,27,1745008110,0.5479575994959279,1,328
159,User_89,v45194,22,1745239935,0.5888339508522074,1,353
160,User_95,v86206,24,1745969214,0.24274955316883304,1,145
161,User_36,v96229,22,1744074793,0.9495091647032469,1,569
162,User_26,v64506,25,1745620451,0.6305029089413279,1,378
163,User_7,v37257,22,1744330139,0.318095578753281,1,190
164,User_39,v62189,25,1745675897,0.4460000090829406,0,267
165,User_7,v50629,28,1744687892,0.7095702975045269,1,425
166,User_28,v22547,23,1744785500,0.9079586818001403,1,544
167,User_80,v81845,27,1745752958,0.5770690321438241,0,346
168,User_66,v69395,27,1745454477,1.2983973062312104,1,779
169,User_9,v83281,22,1744561718,0.4453214998078136,0,267
170,User_11,v20294,27,1743992598,0.522446718270051,1,313
171,User_26,v80520,22,1745000443,1.1955919353145412,1,717
172,User_56,v97913,24,1745488278,0.42561470528360157,0,255
173,User_96,v87183,27,1745925369,0.8919831108844479,0,535
174,User_72,v79661,23,1743545609,0.06953630554732788,0,41
175,User_46,v67010,26,1744652693,0.630883980888322,1,378
176,User_34,v42768,23,1744834294,0.059494593371814355,1,35
177,User_10,v87992,25,1743843827,0.6315197095835753,1,378
178,User_46,v76064,22,1745632747,0.0527476965516124,1,31
179,User_3,v52779,28,1746032852,1.1542911809017642,0,692
180,User_1,v72298,28,1744661753,0.5890885775443376,1,353
181,User_53,v89297,23,1744002754,0.4909770929711646,1,294
182,User_96,v26826,26,1744332372,0.5249322537364192,1,314
183,User_13,v52243,23,1746004159,0.37116287077476917,1,222
184,User_57,v13023,28,1745636757,0.8106119995902299,1,486
185,User_11,v63900,27,1743776950,0.14109710000450715,0,84
186,User_22,v62074,27,1745787080,1.2805207066589097,1,768
187,User_57,v95299,28,1744355722,0.04378606717367832,1,26
188,User_2,v44395,27,1744285076,1.0833564779550964,0,650
189,User_72,v99819,27,1743928646,0.16477087598763157,1,98
190,User_29,v61685,26,1745825645,0.08879333621703345,1,53
191,User_11,v23433,26,1743549380,0.4565479820027104,0,273
192,User_49,v75763,24,1744113608,0.3059362973187654,1,183
193,User_55,v13040,22,1744852496,1.3470661544246805,1,808
194,User_11,v25637,23,1745555779,0.551262482368609,0,330
195,User_2,v83614,24,1744158370,0.36538546254946586,0,219
196,User_10,v54526,25,1744239647,0.6441929044998245,0,386
197,User_77,v75240,24,1745372214,0.8115729793914592,1,486
198,User_77,v88630,27,1743699264,0.43052451777445533,0,258
199,User_61,v16082,27,1744437925,0.764694022320317,1,458
200,User_10,v93206,26,1744950360,0.027001898495047246,1,16
201,User_59,v76942,27,1745268296,0.9761519033195968,1,585
202,User_99,v29499,28,1745511140,0.5624617699303069,1,337
203,User_72,v43442,27,1745866714,0.4042734924502395,0,242
204,User_74,v57813,23,1743907326,0.33084856012568575,0,198
205,User_1,v60027,25,1743848605,0.032379749468607895,1,19
206,User_33,v81041,23,1744097359,0.5307808300670671,1,318
207,User_62,v97641,25,1745880669,0.350102105425794,0,210
208,User_37,v34272,28,1745427808,0.9626732939430043,1,577
209,User_41,v82717,24,1745956948,0.1579751853274906,1,94
210,User_80,v58927,22,1744679074,0.24877386414738026,0,149
211,User_46,v90000,24,1743642747,0.36945583424420925,0,221
212,User_28,v93627,22,1745701686,1.2930089512253748,1,775
213,User_66,v72470,22,1745212812,0.7465662750709848,1,447
214,User_77,v12342,27,1744489969,1.2929756277285762,1,775
215,User_11,v78120,26,1743675989,1.1132638946042936,1,667
216,User_9,v37791,28,1744660346,0.10071353286786601,1,60
217,User_84,v80884,25,1745289788,0.8423949463007636,0,505
218,User_100,v22319,22,1744362417,0.5770146529941026,0,346
219,User_66,v98863,24,1744005719,0.34239030200493537,0,205
220,User_37,v12627,28,1745258226,0.16287962014393528,0,97
221,User_61,v52173,28,1745956802,0.13810841046779182,1,82
222,User_19,v55477,24,1744083561,0.47421960229590804,0,284
223,User_38,v11635,28,1745677389,0.6957131046862856,1,417
224,User_22,v51645,22,1743846177,1.0269224417172633,1,616
225,User_41,v68633,28,1743931884,0.3874915318843705,0,232
226,User_56,v71632,27,1744642219,1.3074789781903047,1,784
227,User_22,v88554,28,1744550515,0.879762776171599,0,527
228,User_80,v11285,23,1744752110,0.44708534576996356,1,268
229,User_25,v20652,23,1744027850,0.32477065307681036,1,194
230,User_99,v51745,24,1744501788,0.250386370230562,1,150
231,User_20,v64886,25,1744512260,0.7200459712324746,1,432
232,User_100,v38225,23,1744611489,0.976183814592898,1,585
233,User_46,v60982,26,1744859939,0.33310967366779076,1,199
234,User_8,v60465,23,1743528199,0.5047156781855743,0,302
235,User_61,v25031,24,1745213149,0.6238382604085556,1,374
236,User_30,v76653,27,1743468627,0.917944926408762,1,550
237,User_78,v60622,25,1744863979,0.16788298494323756,0,100
238,User_17,v35028,23,1744731268,0.5046748411330565,0,302
239,User_80,v38972,23,1745401398,0.35999670630070923,0,215
240,User_95,v83746,28,1745248373,0.6277682328113379,1,376
241,User_42,v74568,28,1744787229,0.18464669152497665,0,110
242,User_45,v15851,26,1745839732,0.8201634315730222,1,492
243,User_48,v63984,25,1744407173,0.7793724573135934,0,467
244,User_43,v88303,28,1744841683,0.19021827161219007,1,114
245,User_73,v20883,24,1745559974,0.8253109149412493,1,495
246,User_95,v34427,27,1745011507,0.5330709128806093,1,319
247,User_15,v12273,26,1745940446,0.5842222793251791,1,350
248,User_39,v41565,26,1745031510,0.732467808973047,0,439
249,User_9,v61767,22,1744223507,0.6068550097743496,1,364
250,User_2,v41030,22,1744018613,1.0909973602403324,1,654
251,User_39,v40872,28,1745384991,0.9539854426683985,1,572
252,User_7,v54775,25,1745699061,0.3867516756626673,1,232
253,User_37,v84634,24,1745759826,0.9719374656215327,0,583
254,User_81,v94702,28,1743775532,0.9863566524161983,1,591
255,User_72,v31479,25,1745854392,1.1183825022342175,0,671
256,User_57,v57531,23,1744856427,0.12035146968298477,0,72
257,User_9,v46180,27,1743766420,0.7612744069898996,1,456
258,User_96,v55827,24,1745522424,0.138684270993229,0,83
259,User_77,v52816,25,1745647508,1.359982793492583,1,815
260,User_2,v66515,28,1744884419,0.5636118548827428,0,338
261,User_12,v25280,27,1745313673,0.45759516508996406,0,274
262,User_51,v81193,22,1745837379,1.014173986191553,0,608
263,User_82,v19384,27,1743814855,0.21053597827846243,1,126
264,User_99,v67316,25,1744174392,0.48428680560207843,0,290
265,User_58,v20474,24,1745852065,0.7932508116190997,0,475
266,User_71,v84131,22,1744445707,0.5354910869644978,1,321
267,User_82,v63484,28,1743723668,0.2792635328292937,1,167
268,User_19,v43862,27,1743537542,0.10315708032568265,1,61
269,User_38,v25504,25,1745863141,0.5127370653675069,1,307
270,User_2,v57182,24,1744520469,0.45200447004996425,1,271
271,User_46,v31377,26,1744725156,0.22562641144052742,1,135
272,User_37,v82095,27,1745232110,0.050259631937007,0,30
273,User_71,v21831,22,1745686562,0.4271040632711694,1,256
274,User_26,v62055,22,1745571090,0.030226600460083998,0,18
275,User_80,v66900,22,1745434552,0.274789872228407,1,164
276,User_11,v92544,23,1745205062,0.632872180413156,0,379
277,User_100,v48684,23,1744495699,0.17510431035552468,1,105
278,User_73,v32908,24,1744006009,0.45598220804728173,1,273
279,User_62,v79347,26,1744538583,0.00815438208973437,1,4
280,User_30,v10065,28,1745740589,0.5545665751774267,0,332
281,User_100,v74851,26,1744965124,0.6982483663653093,1,418
282,User_99,v35808,27,1745497595,0.6969243075765444,1,418
283,User_95,v63056,28,1745793839,1.0752486431659047,1,645
284,User_55,v90980,23,1743654633,0.4303874062063304,1,258
285,User_55,v53898,25,1745139539,0.1993208919631396,1,119
286,User_22,v33198,24,1744550818,1.2616406952919401,1,756
287,User_99,v94962,26,1745414250,0.6405335780824958,1,384
288,User_9,v35703,22,1745577530,0.10331148742718659,1,61
289,User_48,v96301,25,1745472048,0.3626880110181793,1,217
290,User_82,v42964,28,1743813236,0.08826941383041971,1,52
291,User_38,v38494,25,1744603785,0.04750527128405968,0,28
292,User_99,v95143,23,1744686312,0.23664675338817814,0,141
293,User_39,v82379,24,1745719349,0.6878282901887239,0,412
294,User_12,v71158,26,1744077679,0.11862302300961769,1,71
295,User_95,v84794,27,1745451272,0.668232426874411,1,400
296,User_48,v91016,24,1745761470,0.261140348830673,0,156
297,User_71,v93443,22,1743751417,0.06387708100491103,1,38
298,User_9,v67862,25,1744559195,0.6056012667187736,0,363
299,User_62,v70744,27,1744995943,0.21024579650341035,0,126
300,User_85,v35349,27,1744769524,0.9266758825492372,1,556
301,User_9,v48121,22,1744660538,0.41945920669760883,0,251
302,User_51,v37923,22,1743910778,1.213856169385068,1,728
303,User_84,v16446,22,1744386581,0.9432039354685059,1,565
304,User_49,v96817,28,1745248577,0.029549182491465383,1,17
305,User_15,v26751,28,1744446287,0.9259950400715203,1,555
306,User_9,v67882,24,1743537621,1.1200240750424553,1,672
307,User_71,v51547,22,1744752673,1.2523948833628211,1,751
308,User_16,v61911,26,1745878725,1.2226126091897438,1,733
309,User_55,v97470,28,1743525173,0.2380268000364709,0,142
310,User_8,v41216,28,1744806476,0.1516997936437298,1,91
311,User_49,v36047,24,1744390764,0.7677741764141252,1,460
312,User_46,v63861,25,1743747155,0.21286178847485077,0,127
313,User_30,v77995,22,1745386695,0.6132326167664136,1,367
314,User_19,v42257,24,1744459812,0.4401238258445843,0,264
315,User_57,v16615,26,1744460492,0.030795107009882628,1,18
316,User_57,v60855,27,1744548022,0.41932679987810734,1,251
317,User_64,v30370,24,1744715116,0.513249453258244,0,307
318,User_38,v73262,25,1745132174,0.42546875500754266,0,255
319,User_37,v64680,27,1744906189,0.2374566857830289,1,142
320,User_9,v97305,28,1745917735,0.29393841917086017,0,176
321,User_4,v63154,24,1745735547,0.5610176039252835,0,336
322,User_57,v13748,28,1744917460,0.7741622124738443,1,464
323,User_52,v99991,25,1745747648,0.5941364279911756,1,356
324,User_46,v35691,28,1744201356,0.252718859234677,0,151
325,User_80,v80194,23,1744712688,0.9111440409831676,0,546
326,User_72,v67862,27,1744820757,0.0876866875874038,0,52
327,User_92,v88018,26,1743640349,0.7325970506620721,1,439
328,User_17,v79392,23,1745212793,0.2609708837823345,0,156
329,User_50,v14738,28,1744298116,0.78203796410037,1,469
330,User_52,v63280,22,1745767820,0.9068750436940488,1,544
331,User_49,v77177,25,1745277444,0.2669805247262396,0,160
332,User_86,v43337,27,1744770390,0.45729595924483746,0,274
333,User_6,v16810,25,1745130422,0.6355516290335114,0,381
334,User_77,v55417,25,1744218524,0.5206683846519615,1,312
335,User_63,v21363,28,1746034431,0.2963825068469708,0,177
336,User_52,v36875,26,1744581555,0.3603019448152021,0,216
337,User_85,v36315,27,1743690325,0.7383921412937016,1,443
338,User_80,v16501,22,1745048070,1.0925244178957099,1,655
339,User_3,v21712,27,1745059702,1.202232835922689,1,721
340,User_11,v93026,22,1745103103,1.4521317131992486,1,871
341,User_19,v25042,23,1745410784,0.21501077333612023,0,129
342,User_74,v18129,25,1745272735,0.5436166720816324,0,326
343,User_53,v17564,28,1745755203,0.13222953182478456,1,79
344,User_20,v63196,24,1745607708,0.011430474809936473,0,6
345,User_100,v46554,24,1744488830,0.5997307130734812,1,359
346,User_30,v56619,26,1743518755,0.6503985628285726,1,390
347,User_15,v98094,27,1744912517,0.028942214222852786,1,17
348,User_46,v48669,22,1745433299,0.48354761481238634,1,290
349,User_13,v21442,24,1745016440,0.18388339044004562,0,110
350,User_66,v16320,27,1744545641,1.2810569787624957,1,768
351,User_13,v51711,22,1743774493,0.16994117357219457,1,101
352,User_53,v37793,25,1744002918,0.6744408354631348,0,404
353,User_4,v49844,27,1744934862,1.312855916272273,1,787
354,User_84,v20336,22,1744415492,0.17237678837478837,1,103
355,User_12,v20233,24,1745737810,0.8117820205821773,0,487
356,User_86,v28196,27,1745343018,0.3297970135215747,1,197
357,User_11,v93613,24,1745862983,0.21292672422774236,0,127
358,User_81,v44235,22,1745550764,0.7571202181260573,0,454
359,User_21,v75322,27,1743758563,0.31708367826907163,0,190
360,User_39,v88756,23,1744032988,0.16427251416119287,0,98
361,User_16,v12128,28,1744206128,0.3424130805015081,0,205
362,User_11,v16223,25,1745423815,0.27624176064135936,0,165
363,User_20,v94548,22,1745315461,1.146393094278235,0,687
364,User_37,v72828,23,1743693003,0.05704779460183864,1,34
365,User_26,v24511,25,1744946887,0.415223092499756,1,249
366,User_52,v61203,25,1744628666,0.5019169309525547,0,301
367,User_38,v22741,22,1743753091,1.142741118381766,1,685
368,User_57,v79184,26,1745406909,0.09694770876276966,0,58
369,User_49,v85184,25,1743480760,0.34688037228086926,1,208
370,User_2,v55025,24,1743608024,1.0855598068410135,0,651
371,User_15,v60615,25,1744446666,0.2566388674372641,1,153
372,User_26,v70935,22,1745181788,0.15848934200007955,1,95
373,User_39,v57885,28,1743554788,0.10255658185204053,0,61
374,User_19,v41012,28,1745073518,0.2657819300182804,0,159
375,User_74,v16780,27,1744168148,0.6730131185054109,1,403
376,User_50,v70913,26,1744311517,0.8971000881301885,1,538
377,User_46,v91113,26,1744276434,0.30351182019345696,0,182
378,User_59,v70788,22,1745926328,0.3385630582355915,1,203
379,User_89,v50250,26,1745510920,0.11609846629311321,1,69
380,User_55,v23450,22,1744711314,1.0092301186828418,1,605
381,User_16,v71289,25,1745239194,0.3533385879658632,0,212
382,User_86,v43783,22,1744194429,0.5693951552355409,0,341
383,User_6,v13914,25,1744690669,0.14895794263304282,1,89
384,User_38,v61038,22,1745592705,1.1257059314591082,1,675
385,User_8,v95833,23,1746029012,0.7018937966916545,1,421
386,User_62,v94236,27,1745882698,0.7441441156442108,1,446
387,User_55,v93339,27,1745226114,0.5924982989921972,1,355
388,User_39,v33465,27,1744719702,0.026305767395644452,1,15
389,User_94,v72910,23,1743504086,0.16993224475420435,1,101
390,User_22,v87610,22,1743907350,1.0207930118506774,1,612
391,User_94,v14517,27,1745992095,0.029210262207207044,1,17
392,User_16,v92830,28,1744408370,0.41975158116196964,0,251
393,User_58,v49215,28,1746043864,0.3347576408101694,0,200
394,User_53,v58002,26,1744266377,0.613147291018763,1,367
395,User_16,v76602,27,1743619025,0.7145890493175275,1,428
396,User_19,v96078,27,1744388878,0.8866999012278436,1,532
397,User_100,v67841,22,1744189311,1.0977920785696589,1,658
398,User_46,v17206,25,1745710324,1.1131497512155961,1,667
399,User_38,v95684,26,1744890768,0.688349896033973,1,413
400,User_64,v73896,27,1744715952,0.29412143269330077,0,176
401,User_2,v29437,27,1745789941,0.7315499261008317,1,438
402,User_25,v82562,25,1743527565,0.08366722607062639,0,50
403,User_28,v19511,26,1745090019,0.09776308281741067,1,58
404,User_28,v10075,27,1743875126,0.39536906380221665,1,237
405,User_16,v30086,25,1743483781,0.1687396359188344,0,101
406,User_95,v51451,23,1745104907,0.9093852341074584,0,545
407,User_85,v68992,27,1745518259,0.9231995729042427,0,553
408,User_57,v15309,27,1744678844,1.142223592189518,1,685
409,User_85,v89430,24,1745518667,0.7094725821193253,0,425
410,User_55,v83115,24,1743766085,1.1679023883914916,1,700
411,User_9,v36374,27,1744991275,0.34722554067019323,0,208
412,User_72,v97533,23,1744821944,0.7144784278546512,0,428
413,User_55,v62331,23,1745940995,0.13611620434984384,0,81
414,User_95,v56106,28,1745289002,0.009485397167311277,1,5
415,User_99,v36006,28,1745250876,0.14010303667913077,0,84
416,User_12,v92191,28,1745769798,1.0229757091653429,1,613
417,User_50,v86224,27,1744308908,1.0236204038074093,1,614
418,User_30,v69603,28,1744432601,0.0017155597586982678,1,1
419,User_11,v21304,27,1745322595,0.6995684509050343,0,419
420,User_56,v43043,24,1743525060,0.08336849396839642,1,50
421,User_61,v72767,23,1744834121,0.31462470165158385,0,188
422,User_99,v67670,28,1745094647,0.3410329534231496,1,204
423,User_7,v90201,26,1744843198,0.6691802549466431,1,401
424,User_92,v89598,24,1745162662,0.5671606147344324,1,340
425,User_30,v32083,26,1744432287,0.14157970420451876,0,84
426,User_15,v49550,25,1745835396,0.302499878612029,0,181
427,User_48,v83980,24,1744319833,1.0324449544973466,1,619
428,User_81,v23587,25,1743698758,0.7403900830194893,0,444
429,User_8,v23414,28,1744555852,0.01625012423695212,0,9
430,User_89,v20077,23,1743513513,0.4340690339942864,1,260
431,User_99,v36259,22,1743990174,0.24633683303761736,1,147
432,User_72,v77046,27,1745974691,0.7150391953183424,1,429
433,User_3,v51132,24,1745456960,0.3855084891572351,1,231
434,User_10,v83894,26,1744833927,0.3362586340217379,1,201
435,User_32,v70473,23,1745838364,1.0208128058096948,0,612
436,User_26,v73698,28,1743808064,0.38402823244398593,1,230
437,User_50,v67292,26,1745089852,0.9177043916775866,0,550
438,User_39,v15213,22,1745370590,0.577241480710073,0,346
439,User_73,v78027,23,1744008397,1.0761984299965,0,645
440,User_61,v29892,27,1743998967,0.4614719070347622,1,276
441,User_40,v67132,24,1743539127,0.6972398686434169,1,418
442,User_45,v20465,24,1745839248,0.7138175700924423,1,428
443,User_21,v82038,27,1745081842,0.26708349440921714,1,160
444,User_42,v72319,22,1743755411,0.06423665213264641,1,38
445,User_100,v51586,22,1744186707,0.7082800966081534,1,424
446,User_77,v80078,24,1744490410,0.3877618867793991,1,232
447,User_28,v17898,25,1746004971,0.1763151330439473,1,105
448,User_58,v95348,23,1745946542,0.4180739136817935,0,250
449,User_33,v98438,22,1744098230,0.8482465444399903,1,508
450,User_12,v63530,25,1745348888,0.6852050984102399,1,411
451,User_55,v43731,28,1744716428,0.629633978872977,0,377
452,User_39,v69982,26,1745140683,0.3781890470631045,1,226
453,User_86,v31971,23,1745342877,0.19412474866990048,0,116
454,User_77,v53567,24,1743674700,0.6146539165516688,1,368
455,User_100,v98591,27,1743502087,0.753322146565733,0,451
456,User_62,v87601,23,1744880426,0.2567038092743825,0,154
457,User_17,v40961,22,1744698437,0.45051417360796553,1,270
458,User_78,v69194,25,1745665197,0.411032230162354,0,246
459,User_89,v27690,23,1744011168,0.7464239695945489,1,447
460,User_48,v59208,22,1743727954,0.27996374248323874,1,167
461,User_15,v26661,28,1744355270,0.7144095846155122,1,428
462,User_19,v22596,24,1744439853,1.1549869070402083,1,692
463,User_12,v87352,22,1744834284,1.0638272911171507,0,638
464,User_95,v66492,24,1745013172,0.41461925682666845,0,248
465,User_37,v71427,26,1744816298,0.12976028016424523,0,77
466,User_58,v51203,26,1746012766,0.7582612430466718,0,454
